user_id,name,review_count,yelping_since,fans,average_stars,correo
HVDYR8yHoIZvz_WEmFKHmw,Leanna,1,2019-08-25 01:22:06,0,2.0,leanna501353@gmail.com
xRdecjxZRxTocZBQt9dQnA,Vanessa,64,2013-02-03 18:54:24,4,4.49,vanessa501492@gmail.com
K41VH8FeDpu6raZwwh760g,Sabrina,19,2016-08-21 02:33:26,0,4.39,sabrina501622@gmail.com
3_ttQRlqVNLaN6R8mjpMAg,Missy,15,2017-07-30 01:58:29,0,3.44,missy501731@gmail.com
G5_a1YcZhued-LsiJC0ZCA,Marco,5,2017-03-11 17:28:38,0,3.4,marco501791@gmail.com
uo9dG6NF6ep3BuQnTiWGbw,Bridget,3,2017-02-24 00:07:03,1,3.0,bridget501808@gmail.com
GvF2XPPJYQDl5u7eHbLa0g,Birdie,26,2014-07-27 17:23:14,0,4.5,birdie501824@gmail.com
65ZxKLcAeQsVmxKcu3Orog,Gloria,3,2017-06-03 20:38:32,1,3.67,gloria501877@gmail.com
zbTS-GS-nRbfRKOBDZ5aTw,Annie,11,2014-02-27 20:25:56,0,1.35,annie501925@gmail.com
bQlbTBF6SyvgWqE7qIcjhg,Laura,27,2010-01-29 20:48:06,0,3.29,laura502402@gmail.com
GZYcwmfRKCoATSsA7J1NLg,christina,87,2011-04-19 19:35:31,1,3.72,christina502423@gmail.com
Ei4ox1eP7TyLwrNYJxF19Q,Layla,6,2019-03-02 15:34:34,0,4.67,layla502457@gmail.com
EiyV6fczQqwoyLEFydUKWg,Christy,4,2020-01-10 18:13:56,0,4.6,christy502476@gmail.com
s-y29OB8FgQ-0Eag3wSEig,Amanda,11,2018-12-06 03:37:13,0,3.45,amanda502537@gmail.com
LL4ODxMFhR3qhVqj3zU-VA,Gisela,1,2015-01-08 22:40:56,0,5.0,gisela502554@gmail.com
A8PWEOjJAEA2c56uaOxUtQ,Charlene,14,2017-02-26 07:19:05,0,4.14,charlene502775@gmail.com
xXJ7WLLL9iO5d8h_qRZ_mQ,Chrissy,24,2012-09-03 23:51:36,0,3.18,chrissy502843@gmail.com
o7eZH6CfIJGs9vxxqZadIA,Suzy,12,2015-04-13 17:31:15,0,3.15,suzy503036@gmail.com
6vRPVHrcnHGOD7cEiR2Ugg,Chrissy,2,2016-11-23 14:52:51,0,4.5,chrissy503220@gmail.com
PeLB4A6h8BkFDFJNBRTaMw,Brandy,14,2019-07-26 00:18:45,0,3.5,brandy503409@gmail.com
576pluDOVkoDrrQ33AXwKA,Tiffany,12,2017-05-26 01:47:49,2,4.75,tiffany503410@gmail.com
RXk5Ole52mhf_mLpFoR51A,Jayne,21,2014-08-14 22:54:29,0,4.27,jayne503519@gmail.com
w4hz1EFYwAjnE_PFYpad6w,Razi,4,2020-07-24 17:36:06,0,4.0,razi503695@gmail.com
8O2vNnieJe2luWKBX4cbrA,Kay-Lynn,4,2014-08-10 00:11:16,0,2.5,kay-lynn503851@gmail.com
jOkxA69he8BGT6aeEMKRsw,Stella,4,2014-12-14 00:53:55,0,4.25,stella503867@gmail.com
qGPtnDuw3wViWI-t3v72zQ,Kristy,10,2019-08-04 01:08:36,0,3.0,kristy503887@gmail.com
EHn4IocYWwQloPbC-Xev4w,Vanessa,34,2016-01-30 00:05:22,0,4.39,vanessa504075@gmail.com
CtF9Kh_f-pdT4oJIZKhOYw,T,179,2014-04-30 01:35:50,2,3.7,t504322@gmail.com
Xl6i1hPwOQjA2YVyQuJypA,Alix,9,2017-01-04 01:56:53,0,3.44,alix504476@gmail.com
Box_W6iBqsra7LjySHJS7g,Lynne,5,2016-08-24 10:10:47,0,2.6,lynne504840@gmail.com
HFopZ2qZUe2-0JYAYzqt2Q,Angel,11,2015-03-30 01:23:46,0,3.08,angel504851@gmail.com
_7PlwQUokE98wajSK7Lefg,Pam,17,2016-05-12 15:17:15,0,2.21,pam504883@gmail.com
hzyEvLYiLvfIvUmcNq3r6Q,Ashley,11,2016-11-02 12:24:13,0,4.55,ashley504896@gmail.com
IC0PL_gm9vmPUHqv_BneJQ,Crystal,14,2015-09-01 19:14:37,0,2.59,crystal504945@gmail.com
F6cqHTvpoHYu1PfWljNoQQ,Tandrea,19,2015-01-14 21:07:49,0,3.74,tandrea504969@gmail.com
4lGLZUFNC-gu61FyFWn6KQ,Sarah,8,2017-08-18 01:55:03,0,2.25,sarah505027@gmail.com
yEIJy2TbMkT5Tkv7Edkc_w,Bryan,5,2011-06-19 17:20:29,0,2.33,bryan505548@gmail.com
mMBBKCAnFFOMYrJPtUNBVg,Gail,16,2018-06-02 23:49:26,0,3.24,gail505704@gmail.com
J8nfF_zFPIWF7oKzZklKxQ,Ann,7,2013-08-23 22:23:54,0,3.86,ann505987@gmail.com
O-d_iUBbKYBh8L4Noja-Qg,Kelly,28,2012-07-29 18:55:00,0,4.52,kelly506091@gmail.com
Lq8s6nfxd7CvlSo5C5Nk0w,Vonda,2,2019-10-15 22:19:36,0,4.0,vonda506197@gmail.com
jt1DY4KiJEJFdtV3oZ1hpw,Johness,1,2014-07-06 20:11:41,0,5.0,johness506558@gmail.com
T2EmvnFs-vbyrWwDRulk0Q,Paige,3,2016-06-30 15:33:17,0,5.0,paige506708@gmail.com
Oa6bzUNHQVLnznXzE8jxSQ,Emily,9,2014-09-29 19:37:14,0,4.5600000000000005,emily506912@gmail.com
iUviF58soe_O5SL-ZYBbpg,LeslieRich,11,2017-03-11 23:49:29,0,3.45,leslierich506965@gmail.com
AJ1dPQU_dd7SL_sBZQr9_Q,DIOR,9,2011-04-06 00:57:19,0,2.6,dior507143@gmail.com
AMwaUrlsqhCU2wCJW6bHaQ,Krys,26,2015-03-26 19:10:43,0,4.11,krys507271@gmail.com
B94pQfTF5Nrfv7aYoibe9Q,Jen,11,2013-03-21 09:27:47,0,4.17,jen507516@gmail.com
vpXhuNEfCInKW-Zfx0whOQ,Kiara,12,2015-07-12 21:38:41,0,2.4,kiara507601@gmail.com
6E2POavh8TdMf98Z7hvLsQ,Julie,43,2013-07-02 11:07:52,1,4.37,julie507682@gmail.com
g2vD_CtEMOqA1dqZjZ4WMg,Sharon,9,2020-09-24 21:46:24,0,3.44,sharon507761@gmail.com
Lhf-WCypLZVNLv_8AQ_zhg,Teresa,18,2020-07-08 17:55:35,0,3.39,teresa507876@gmail.com
qZ51t-TIj_ez8lnlTOWboA,Clarise,23,2014-10-17 01:42:26,0,3.79,clarise507914@gmail.com
PlpdS0rQsBj7CTxDEcmcIg,Emily,6,2015-03-21 07:40:24,0,4.0,emily507940@gmail.com
8vTOzCVxk9SBUA45h3E97A,Mandie,8,2013-11-20 23:13:23,0,4.0,mandie508135@gmail.com
A88e1kDN9keh7n2YMZzbGQ,Patty,3,2017-02-10 21:17:24,0,1.0,patty508592@gmail.com
HN8CI6SG22wAkqupGG4FqA,Jenifer,28,2018-02-04 20:08:17,2,4.43,jenifer508661@gmail.com
3BronX80Jqc5F8waZEIrAg,Stephanie,9,2014-09-09 15:52:17,1,3.78,stephanie508887@gmail.com
3oc8pv5wwUPLIlRClH9STA,Jenna,19,2016-01-30 01:57:56,1,4.79,jenna509154@gmail.com
ad3lGQ2HW_wQSuJofyNK9g,Trisha,28,2014-02-13 21:30:21,0,3.03,trisha509155@gmail.com
cVEsSjQemv1Xniu2c83YNg,Pat,17,2014-10-01 19:49:26,0,3.18,pat509724@gmail.com
ilPdg1xqOF3zvkpL8FdlEA,Jada,1,2020-09-18 17:42:27,0,1.0,jada509810@gmail.com
JldqEMBWexYDEtVuoIINjw,Mary,16,2018-04-08 20:18:22,0,3.18,mary509885@gmail.com
DL24EUUDXo0tGCsLQwwSDQ,Tammy,3,2016-06-08 23:17:29,0,5.0,tammy509988@gmail.com
-nPRsS1260FFqRy_9ziuHw,Jerse,25,2014-07-08 00:22:51,1,3.92,jerse510163@gmail.com
IZOi405TQGslOyvrEcyckQ,Becca,5,2016-01-25 00:36:41,0,3.4,becca510338@gmail.com
8PpkLk69x73U9yniCKMHPw,Chris,22,2011-03-10 01:48:59,0,4.86,chris510354@gmail.com
zmQmEa-1j9diFZVeTa9eEQ,Monica,102,2016-09-28 14:22:24,0,4.04,monica510823@gmail.com
9LvfnZmqqZqaiOKQyRfNlw,Alena,7,2015-05-24 22:12:25,0,3.86,alena510844@gmail.com
hz0R2_5EWt46sdhn4leWTA,Olga,16,2016-04-26 18:04:08,0,3.5,olga511377@gmail.com
OVstl2ouPPU8PIMkSjpWTQ,Raquel,12,2012-08-27 23:03:45,2,4.33,raquel511485@gmail.com
gd2-VEw0dgU772ERyidM1Q,Angela,75,2019-05-22 03:17:45,3,3.5700000000000003,angela511614@gmail.com
QHSptqus5ggyQkkhmU2bTA,Nelly,13,2020-12-14 15:09:50,0,3.77,nelly511640@gmail.com
JZl1t3K9sy98nuImXbvhPw,Shawna,6,2019-01-01 18:46:42,0,2.5,shawna511853@gmail.com
h_ugNmhr64TC1mMM9GJADw,Lynn,29,2012-04-12 22:28:57,2,3.97,lynn511962@gmail.com
6_k1GaRkB5W1f5G07_LuJw,Madison,36,2016-04-09 17:56:34,0,4.11,madison512270@gmail.com
THFZsX_59-_WVd7XAe99Zg,Tracy,26,2013-06-01 22:25:11,0,3.96,tracy512306@gmail.com
Gz57fX4bTOr4o6eZTuNYFw,Niki,1,2018-01-29 20:37:01,0,5.0,niki512383@gmail.com
AUIM63EYCJ1jGzElAX4wTA,Tracy,1,2021-02-22 14:37:07,0,1.0,tracy512394@gmail.com
RMlI4ug8Gi9FuJ8GC6-E8g,Shelley,3,2016-10-24 02:06:28,0,3.33,shelley512685@gmail.com
lni1znRM4X_bEDmgodBkWw,Stephanie,15,2013-05-01 17:35:13,1,4.5600000000000005,stephanie512819@gmail.com
gEj83NjyVwX0hpmlkdyT7A,Kourtni,8,2014-02-28 20:55:02,0,3.44,kourtni512924@gmail.com
dZnecf5c56j63UOTiSZ0nQ,Hailey,7,2013-05-11 01:17:04,0,5.0,hailey512999@gmail.com
KwlLW9I-pg57OA75DCQSQg,Deborah,5,2015-05-11 21:40:03,0,4.2,deborah513099@gmail.com
6peHmZCLKnv-63snxFB7BA,Jheel,20,2018-05-22 02:55:26,0,4.29,jheel513252@gmail.com
0imNH0pmbEF2axzy5N0YZA,Blonde,36,2013-09-03 01:35:16,2,4.5,blonde513494@gmail.com
l61vpYwBqM8Ra0rh06Maew,K,21,2014-10-18 08:49:03,0,3.76,k513899@gmail.com
MbyE7yF0S5s-AnjAQBqd9g,Felipe,18,2011-10-07 04:16:57,0,2.78,felipe513936@gmail.com
aExun99Z51PiG8-w6PH3Rw,Captain,26,2018-01-11 14:03:45,0,3.92,captain514001@gmail.com
Rd5V3PygUNXYaJI6PRVU9g,Amy,127,2011-03-29 11:23:54,2,4.69,amy514234@gmail.com
-MDA_WXpGyNwMVvhb1E6YA,Faye,26,2016-12-15 13:15:22,1,3.18,faye514254@gmail.com
OJrPN7YVxfAMTS5WceVr7A,Kristy,35,2011-04-17 19:45:21,0,3.74,kristy514289@gmail.com
IXk2U0-VC5fguKCmXlC_qw,Amanda,4,2015-01-11 13:59:19,0,3.0,amanda514374@gmail.com
yn3ahAcjDBjhAziNLyp2Xg,Terri,46,2011-07-25 22:00:19,0,4.53,terri514380@gmail.com
tB3NlXp-Cb3Qo7yVsHZ7eQ,Tarena,9,2016-11-30 19:51:46,0,1.9,tarena514458@gmail.com
QCLvw2IqgETmMzwsgeHBAw,Liz,16,2016-07-03 22:18:08,0,3.16,liz514637@gmail.com
k3-T2wV6xriJ-C-TI3Ee2A,Emily,27,2015-05-22 15:34:02,0,4.3,emily514735@gmail.com
SlP6nONC619PKTMVAZ5B9g,Ashley,16,2015-04-09 01:50:57,0,4.94,ashley515147@gmail.com
Uh3xhO9wIj9KZDWqY1UwHg,Erica,7,2018-04-03 12:57:14,1,3.0,erica515233@gmail.com
5CbgKNrGmLkpAwFquGrHYQ,JenniFer,6,2014-06-09 13:47:00,0,2.0,jennifer515406@gmail.com
vbfoupOJGEjWNHTSVCeSmQ,Idamis,13,2014-07-20 13:03:03,0,4.85,idamis515437@gmail.com
CN835BpilIVXaeb2TIZtZw,Kim,27,2016-01-30 00:12:27,0,3.52,kim515441@gmail.com
v11AkrOr1VW9Z19pch2Iqg,Carolyn,12,2014-10-16 17:55:54,0,3.67,carolyn515905@gmail.com
gDd9GQxSg_opBYKAC1gu0w,Jordyn,9,2014-08-28 01:50:43,0,3.11,jordyn516030@gmail.com
mr2wgPFhc_xH0kBE60tYUQ,Nikki,17,2013-11-24 21:04:34,1,3.28,nikki516173@gmail.com
1Ps3O9ZR9WvrlROWmR5WVQ,Flo,10,2012-11-12 03:14:47,0,4.3,flo516210@gmail.com
C0pviCKJJvvO-0eOUofW_w,Concetta,11,2012-06-23 19:01:05,0,3.82,concetta516716@gmail.com
G9BJmAxenJgC-SJUNWQ8Vw,Ann,3,2015-12-19 18:37:18,0,3.0,ann516731@gmail.com
GXjRrIxETfly67pxSP8zng,Lexie,3,2016-07-22 02:23:43,0,5.0,lexie516966@gmail.com
wjZyw8d3ab7tzbhKOQ4AXA,Shn,4,2017-05-03 04:05:31,0,4.75,shn517052@gmail.com
OuhKjwl34lqABNXgsNQeAA,Erin,4,2016-04-12 01:01:39,0,4.0,erin517328@gmail.com
i7jkrTdie2eR5zfKiKyt1A,Lacey,7,2014-12-27 20:36:22,0,5.0,lacey517383@gmail.com
f4m9krRF5Djba0GXflmORA,Diane,28,2014-02-04 17:11:48,1,3.61,diane517452@gmail.com
opW99VV_hayAGS-gsw64EQ,Jalysa,1,2017-02-03 13:20:44,0,1.0,jalysa517469@gmail.com
Zo1l7nbRN0KzW4awME8JWw,Terra,4,2017-09-26 06:03:08,0,1.5,terra517965@gmail.com
G8gI_CUfusTQEGJ_ueARRw,Tanisha,3,2016-07-06 03:40:57,0,1.4,tanisha518242@gmail.com
dmj7zYv-Zhyd-9PcZ2ixdA,Jazmine,14,2016-02-28 21:13:37,0,4.0,jazmine518475@gmail.com
UB-uBQBeN8o2MOK6tER9Xg,Leila,3,2015-08-07 09:38:22,0,5.0,leila518544@gmail.com
xLawd1LH7JhDdtEaEu7jIg,Deborah,10,2016-03-04 23:55:55,0,2.15,deborah518868@gmail.com
LLFosa4Hn_b3OgB7zXLG6g,Mary,4,2015-11-27 00:46:59,0,5.0,mary518918@gmail.com
uzU5sWhogIh0y-lNEuOQjw,M,16,2017-06-04 17:03:21,0,2.06,m518932@gmail.com
58SFk6f7PJXcs4fBeTgkUw,Joy,16,2014-05-09 02:21:15,0,4.13,joy519105@gmail.com
Biz6Gg52xXMcRvQnV8VHEg,Kali,5,2015-10-11 23:16:29,0,3.8,kali519362@gmail.com
jHJu32loxTYodTCTg-dBzg,Noemi,14,2018-07-28 22:48:31,0,3.43,noemi519405@gmail.com
gFsjLZC70sNdEnjva4UJBg,Sydney,7,2018-05-25 17:38:14,0,1.86,sydney519465@gmail.com
0dZWPT7PqBSZDyEZnom_MQ,Ada,18,2014-06-15 13:57:09,0,4.24,ada519982@gmail.com
jgUk-u_CgSR5aEPf-RTtvA,Lauren,9,2018-05-10 12:40:46,0,3.33,lauren520037@gmail.com
flpUWXNUMfQE-gXscNNsRQ,Brian,4,2013-09-12 16:32:05,0,2.0,brian520332@gmail.com
BRkt8CRsJxPlEM8Qk_YSZg,Renee,7,2013-03-09 20:21:54,0,4.14,renee520672@gmail.com
bSAgT4T49FG4A65bE9_KZg,L,22,2019-01-02 02:54:19,0,3.3,l521099@gmail.com
69rN6ujvW27MRS7UPTkcRA,Christa,9,2010-03-04 20:21:07,0,4.5600000000000005,christa521120@gmail.com
2_IqnRdWzsAWlqOg5Dvh2g,Jennifer,1,2014-08-06 23:50:12,0,5.0,jennifer521239@gmail.com
zS135hKUbXbAItOX7odORQ,Eliya,2,2020-10-17 21:04:06,0,1.0,eliya521304@gmail.com
Sj79wNbqyD_PmKvXL0MrEg,Reese,4,2017-08-28 02:19:43,0,3.0,reese521495@gmail.com
QKO-fJFU-WSQL0jtRKMBWA,Rachel,4,2016-11-29 16:36:36,0,5.0,rachel521524@gmail.com
WRYsMvF_9NApFd3_jAu8jw,Julie,2,2013-04-02 02:11:06,0,1.0,julie521580@gmail.com
sQm5gnOOamprAzKKF9cG1g,Chelsea,1,2014-08-21 03:39:40,0,1.0,chelsea521682@gmail.com
LQVG__Fgc-LSkEsHcpiTLw,Bella,5,2013-12-07 23:36:14,0,4.0,bella521836@gmail.com
oFH34HpuTPEnp3IVcmtUDg,Pat,28,2012-10-25 02:46:06,0,3.71,pat522009@gmail.com
Rl3UAcHD-8d-pKgddwo6fw,Alison,8,2013-06-24 13:23:04,1,4.25,alison522218@gmail.com
pRBnFMOx6UPtbeVs6XiVWg,Sharon,3,2013-03-16 17:48:47,1,3.67,sharon522469@gmail.com
9yWOfa3S4oz-Hld1bY9Z_w,Claudia,6,2015-05-31 11:17:04,0,5.0,claudia523128@gmail.com
1CTv79BOrqYGkIXerCRW0Q,Anne,2,2016-04-21 23:39:28,0,3.0,anne523407@gmail.com
LXuUKUlAWKFkT7tRpUeo6w,Ereina,2,2015-10-11 04:03:10,0,4.5,ereina523587@gmail.com
MHggQJ3GP1mgye5fK1v70A,Shadi,4,2015-03-13 19:11:06,0,4.25,shadi524040@gmail.com
kSjqHBxnyO19NWYRj2xnzA,Bella,1,2018-10-27 19:10:31,0,2.0,bella524663@gmail.com
R-zBvmwystNrrt6wWL8ZDQ,Sarah,10,2013-12-07 16:22:16,0,4.7,sarah524963@gmail.com
-neY-E41yBGdGR5wQERINQ,Shaniyah,4,2019-05-16 14:28:23,0,3.8,shaniyah525124@gmail.com
YNHq560J1pQgC9PvUYEFYQ,Krissy,4,2015-05-06 22:35:09,0,4.75,krissy525170@gmail.com
vvHJAzMqVmBwfk_y28yjdQ,Alicia,23,2016-01-17 02:57:09,0,2.35,alicia525221@gmail.com
45XBdvF-pITCrtf_3v-w3g,Emine,16,2014-08-21 15:56:50,0,2.79,emine525668@gmail.com
QFlTapnYnSMGT5fxsDwGuw,Beth,20,2014-07-25 21:03:31,0,3.95,beth525938@gmail.com
YgL800ZpmPZo1kEEyTfGQQ,Lisa,21,2015-09-28 21:21:20,0,4.58,lisa526119@gmail.com
eqRZe-2QfZRAdy-r7RMe4Q,S,4,2016-08-18 18:06:24,0,3.25,s526237@gmail.com
TJy9wnv68gUo5YHHNOvxJg,A,1,2018-04-26 16:31:03,0,2.0,a526435@gmail.com
0x5TdgmqABiZ8pFdBqpsdw,Juliet,4,2013-05-25 20:25:54,0,4.0,juliet526621@gmail.com
K-ZAbQLHrfxh2IgHZmdGpg,Kayla,3,2012-11-21 13:32:15,0,4.0,kayla526757@gmail.com
GUnEYP6D2OPWf3CBIt1NRw,Betty,16,2015-07-25 14:28:58,0,4.59,betty526977@gmail.com
-oceINg-h3ILu1p709cMcQ,Donna,10,2019-02-06 19:38:47,0,5.0,donna527182@gmail.com
NUDVIpGa7-AFhMkJ_a2e2w,Mel,37,2013-02-02 01:14:26,1,4.65,mel527486@gmail.com
Xkt_GeAr-pz1ARgP0ZZ5Og,Shara,5,2021-04-24 00:17:31,0,2.0,shara527782@gmail.com
IFncT0iEKP3WhjWKvU4JSg,Dane,5,2019-06-03 15:33:09,0,4.4,dane527864@gmail.com
GQDo8omN8CQ_kLm_n7sL9A,Laurel,12,2018-01-04 00:56:42,0,3.42,laurel527905@gmail.com
0IwvZVMdeb9nW3cESidRNg,Kristen,19,2016-10-09 04:19:08,0,4.89,kristen527963@gmail.com
QcsTro3U7VBURAn56GkzcA,Keri,11,2018-01-06 19:19:37,0,3.0,keri528050@gmail.com
KlNqhURv9h3ej_fwOdBNMQ,Amanda,5,2018-05-20 17:46:08,0,2.17,amanda528140@gmail.com
FPeOFE_hT4UsSDBPuVYkcA,Britton,5,2017-03-05 22:59:34,0,3.8,britton528167@gmail.com
MnnaXTf9J5PjMiyqvsG8xw,Jacquelien,2,2018-07-08 01:07:42,0,3.0,jacquelien528210@gmail.com
kQauldq1PcaT8pNK_oLC0g,Cathy,28,2016-08-17 17:52:03,1,3.69,cathy528391@gmail.com
qK5cF8e307hAgY8CwIzT9g,Steph,25,2017-08-22 23:31:33,0,3.06,steph528405@gmail.com
IMjSgdMCW3b-OnzWTadCzw,Manny,22,2014-10-12 22:35:54,0,3.29,manny528636@gmail.com
JtMzVslq8nwySKrl_I3UZA,Lacy,2,2019-03-05 21:40:11,0,1.5,lacy528815@gmail.com
Lw6ttdEDmbDI-W221pJXMg,Chad,3,2014-12-24 02:08:13,0,4.67,chad528869@gmail.com
y-P3E44ooTR8cWXqPhziEA,Khiedrae,1,2019-03-22 11:20:50,0,1.0,khiedrae529046@gmail.com
SC6_05LEr44nXk63jGOO_w,Rebecca,6,2019-03-21 20:00:21,0,4.33,rebecca529383@gmail.com
YqHLhKopCyHrJtqlTuiNJw,Sherly,2,2017-11-22 16:48:20,0,3.5,sherly529521@gmail.com
QfBvrmih2gxTZ0Z1GO71yQ,Barbara,7,2013-04-18 00:23:04,0,3.0,barbara529574@gmail.com
pYakQuBsI5IrNWdzVr6GrQ,Karen,6,2012-07-15 13:10:46,0,2.5,karen529707@gmail.com
7DZYV4P-yfG-4zfl68XEKw,Fatima,11,2013-07-31 01:51:13,1,3.15,fatima529992@gmail.com
u8S0pB7kB7YdVLOqWAYC_Q,Savannah,4,2018-09-25 22:50:44,0,1.8,savannah530390@gmail.com
iK7UpmkFmXJL3fGCWTpWsQ,Alicia,20,2014-04-15 17:14:53,3,3.67,alicia530480@gmail.com
ZHwBVWIQZYz_mltRBSAsHA,Sharon,9,2014-10-28 02:34:34,0,5.0,sharon530679@gmail.com
6xcvpaqSSlUzTt5VmT-7Ug,E,20,2014-11-21 02:50:46,0,3.14,e530745@gmail.com
wzrIPfYh4zBMzwOOIJct3Q,Sarah,3,2015-05-14 20:21:41,0,3.67,sarah530897@gmail.com
7mgG_Pt558qA4MuFcD7NNw,Johnna,21,2016-07-05 18:15:55,0,3.43,johnna530931@gmail.com
jnJnzGIR-rsBZDXgMROprA,Libby,5,2015-07-27 17:18:29,0,3.4,libby531226@gmail.com
LvZqExR2zZBMW_yOq4wogw,Aixa,7,2016-11-13 04:12:01,0,5.0,aixa531288@gmail.com
mU-SsQkfsrWJo0dkoDFWgg,Connie,11,2012-07-05 13:22:55,1,4.18,connie531731@gmail.com
uHyAK8CvVA4C3hbTKmzGxw,Valerie,15,2014-07-11 03:40:54,0,3.59,valerie531913@gmail.com
FVI1ZfRnE5Yrlrtef1-7cg,Kelli,44,2012-07-18 19:15:04,0,3.91,kelli532429@gmail.com
acZv7r2b_pJSvWSpBm1G6A,Victoria,6,2015-10-20 14:49:34,0,5.0,victoria532446@gmail.com
QGPgzuTa8LO4kQgCnr89Qg,Chaya,4,2020-02-23 05:55:59,0,4.0,chaya532573@gmail.com
CNv-3PnkNpuElJjCUy54XQ,Alexandra,1,2019-04-07 22:15:35,0,5.0,alexandra532674@gmail.com
fuIbGO2omzPy-mCeisXQWA,LaKeeta,3,2014-09-13 03:27:35,0,2.33,lakeeta532852@gmail.com
7OEgTTbeLp_lRtUOjuoZ5g,Christie,32,2012-04-09 18:37:34,0,3.56,christie532892@gmail.com
4JhH5VdI3ioHgBZILSidLQ,Cheryl,3,2016-09-24 17:33:35,0,4.0,cheryl533016@gmail.com
Rcdpv5j8PDWqD6huAEockQ,Clutter,1,2019-04-15 20:35:16,0,1.0,clutter533243@gmail.com
l0yuBxKQSoR6NfmIkaTFEA,Victoria,10,2015-04-03 11:10:03,0,3.73,victoria533261@gmail.com
cp9rgK0texbcXvXHZLqDSQ,Review,30,2018-07-29 04:31:09,0,2.68,review533508@gmail.com
m3UCcQkbAwTiqsNl2C8hSA,Libby,4,2016-06-21 14:42:49,0,5.0,libby533748@gmail.com
W-AxNooTJxiJcq-27SAWGw,Carrie,10,2014-08-13 19:08:13,0,4.15,carrie533814@gmail.com
JcyTA3gBHJ3n_Fcla1qWcA,Raybellys,2,2016-08-24 19:52:31,0,3.0,raybellys534337@gmail.com
WojECCKs6FVnCxNRCptzOQ,Nikki,8,2019-06-26 12:12:32,0,4.78,nikki534584@gmail.com
3dCECePFS7cvwNkAViCraQ,Mia,1,2020-02-16 22:33:49,0,1.0,mia534620@gmail.com
81aXh9Eh6o5N__KWLGMvlA,Nancy,3,2011-01-15 20:24:57,0,5.0,nancy534851@gmail.com
bfRHIlHp6a6l_HQI4DMNgw,Sarah,17,2016-09-09 15:46:46,0,4.53,sarah534908@gmail.com
1bzayeswlvVl5__NwBdg3A,Victoria,1,2016-04-29 19:58:22,0,1.0,victoria534981@gmail.com
K9BOFe_18wOXOyRrQmLxcQ,Julie,6,2016-11-25 00:35:23,0,2.33,julie535531@gmail.com
hd88-F2q_ck1OgyxNzVPqQ,Jessie,9,2015-06-22 22:05:17,0,3.3,jessie535611@gmail.com
t5jJ2LCwIr_F1-260blsyg,Destani,1,2020-10-10 16:14:52,0,2.0,destani535619@gmail.com
c-Kn2GP4KiKdhGjHzANk4Q,Barbara,25,2016-05-12 21:38:39,0,4.06,barbara535802@gmail.com
QmklOsN2W7QsGqpTr_8lEw,Bennett,17,2015-05-15 15:01:39,0,4.61,bennett535996@gmail.com
WgcCFv0OKR8BDblbCqbnTA,Hope,21,2012-10-24 22:15:51,0,3.14,hope536246@gmail.com
OSU655jhaXqlvq3n-xPppg,Kari,2,2011-11-22 17:25:17,0,2.0,kari536699@gmail.com
Erb9mFXaN896W2SEMEUM6Q,Olivia,7,2015-03-24 01:05:02,0,4.43,olivia536939@gmail.com
df22UEJyY7GXfapoERYniQ,Kamila,5,2015-02-11 18:51:04,0,2.43,kamila536967@gmail.com
Vq4787cl9bAzN5ldFZeZzw,Jackie,13,2014-07-03 20:54:05,0,4.46,jackie537455@gmail.com
Nmo1D-5PD5AaG9-F0c2_qA,June,3,2017-03-26 20:00:15,0,3.33,june537604@gmail.com
PSG7YIYfv5FoKTbvZ2Ki7w,Gemma,5,2018-05-21 14:49:23,0,3.4,gemma537868@gmail.com
qbr_D7NK2hkfdGiydRP4VQ,Zahir,19,2018-12-17 23:14:07,0,2.5,zahir537907@gmail.com
u6YTNARvmqMRXzf4_f-1RQ,Lisa,29,2015-10-10 14:27:53,0,4.55,lisa538091@gmail.com
aiVMN-GFAU0irh0_Sfdahg,Eleni,12,2015-04-14 17:30:08,0,5.0,eleni538176@gmail.com
cGaoUd1kRMFQ7Y8eGVzWHg,J,3,2018-02-08 18:04:56,0,3.67,j538188@gmail.com
ssVuvmXF-E7oRZ4Ih5KiPg,Mei-Ling,7,2013-01-27 18:17:46,0,4.71,mei-ling538678@gmail.com
coisYmsgLU_zF_47LIDzLg,Shelly,2,2018-04-17 13:10:32,0,1.0,shelly538747@gmail.com
1lY8CW9k-99pcJYa2Jjvkg,Shirley,2,2019-05-11 19:32:57,0,3.5,shirley538821@gmail.com
ThFxE7h-G12nDKWh9f5Fcw,Jennifer,2,2017-09-30 16:45:33,0,5.0,jennifer539054@gmail.com
ZdZkCKSpkhIJSOM3A3v0ug,Sonia,7,2015-05-08 13:29:51,0,4.29,sonia539335@gmail.com
1iJ9QKXleTHrge40HoWwBg,Sheena,6,2018-01-09 01:59:08,1,3.83,sheena539410@gmail.com
LFLMaqQA5-6bDtSn-z2W-A,Ellen,7,2017-08-16 15:47:47,0,2.86,ellen539525@gmail.com
BjvViVRxAHwGyhgPd1r_yQ,Kevia,6,2016-04-14 15:09:41,0,1.67,kevia539670@gmail.com
y45v8V_ddRndto2QF-w08g,Katrina,7,2015-04-19 19:50:06,0,3.29,katrina539875@gmail.com
5gUmH7Uy1en5GnuKuhnUbA,Lili,36,2011-06-09 21:30:22,1,4.03,lili540247@gmail.com
